step,elapsed_sec,best_agent,best_loss,best_cell_acc,best_board_acc,avg_cell_acc,avg_board_acc,theta_spread,j_plus_1,j_minus_1,plus1_obj_ce,plus1_obj_prob_true,plus1_obj_margin,plus1_obj_entropy,plus1_objective,minus1_obj_ce,minus1_obj_prob_true,minus1_obj_margin,minus1_obj_entropy,minus1_objective,j_plus_2,j_minus_2,plus2_obj_ce,plus2_obj_prob_true,plus2_obj_margin,plus2_obj_entropy,plus2_objective,minus2_obj_ce,minus2_obj_prob_true,minus2_obj_margin,minus2_obj_entropy,minus2_objective,j_plus_3,j_minus_3,plus3_obj_ce,plus3_obj_prob_true,plus3_obj_margin,plus3_obj_entropy,plus3_objective,minus3_obj_ce,minus3_obj_prob_true,minus3_obj_margin,minus3_obj_entropy,minus3_objective,j_plus,j_minus,update_norm,theta_l2,theta_max_abs,theta_finite
1,1.836,1,1.3910782933235168,0.487060546875,0.0,0.4649658203125,0.0,0.0007790540694259107,0.10659980773925781,0.10708053410053253,1.3909796476364136,0.2489957958459854,-0.032980192452669144,1.3858087062835693,0.10659980773925781,1.3904519081115723,0.2491167038679123,-0.029909729957580566,1.3858615159988403,0.10708053410053253,0.10634671151638031,0.1073019951581955,1.3912442922592163,0.24893562495708466,-0.03464468568563461,1.3857793807983398,0.10634671151638031,1.3901962041854858,0.2491755336523056,-0.02853909321129322,1.3858853578567505,0.1073019951581955,0.1060897707939148,0.10750758647918701,1.391504168510437,0.24887707829475403,-0.03636888414621353,1.3857476711273193,0.1060897707939148,1.3899502754211426,0.24923211336135864,-0.027294831350445747,1.385907530784607,0.10750758647918701,0.10659980773925781,0.10708053410053253,0.0010405941866338253,26.364696502685547,1.0029380321502686,True
250,171.936,3,1.3914245665073395,0.481201171875,0.0,0.46575927734375,0.0,0.0006398297846317291,0.10716840624809265,0.10686846077442169,1.3901586532592773,0.24919170141220093,-0.03007430210709572,1.3858437538146973,0.10716840624809265,1.3905234336853027,0.24910473823547363,-0.03183932229876518,1.3858251571655273,0.10686846077442169,0.10731276869773865,0.10671322047710419,1.3899832963943481,0.24923357367515564,-0.029224740341305733,1.3858519792556763,0.10731276869773865,1.390712022781372,0.24905990064144135,-0.032754722982645035,1.385814905166626,0.10671322047710419,0.10745327174663544,0.10655492544174194,1.3898131847381592,0.2492743283510208,-0.028397247195243835,1.385859489440918,0.10745327174663544,1.3909035921096802,0.24901434779167175,-0.03369062393903732,1.3858041763305664,0.10655492544174194,0.10716840624809265,0.10686846077442169,3.052985266549513e-05,26.365449905395508,1.0022153854370117,True
500,298.721,1,1.3916187286376953,0.47509765625,0.001953125,0.46527099609375,0.00048828125,0.0005954967346042395,0.10656966269016266,0.10669821500778198,1.3914070129394531,0.2488807886838913,-0.03170410543680191,1.3858418464660645,0.10656966269016266,1.3909523487091064,0.2489991933107376,-0.032057441771030426,1.3858286142349243,0.10669821500778198,0.10648490488529205,0.10674843192100525,1.3916466236114502,0.24881818890571594,-0.03168606013059616,1.385848879814148,0.10648490488529205,1.390737533569336,0.2490549236536026,-0.03232737258076668,1.3858225345611572,0.10674843192100525,0.1063886433839798,0.1067907065153122,1.3918943405151367,0.2487533688545227,-0.03175284340977669,1.3858562707901,0.1063886433839798,1.390531063079834,0.24910832941532135,-0.032645147293806076,1.3858168125152588,0.1067907065153122,0.10656966269016266,0.10669821500778198,1.86834604392061e-05,26.364482879638672,1.002464771270752,True
750,422.926,1,1.3911392092704773,0.484375,0.0,0.4658203125,0.0,0.0005652215331792831,0.10623003542423248,0.10624705255031586,1.392107605934143,0.24871182441711426,-0.03271029144525528,1.385832667350769,0.10623003542423248,1.3920540809631348,0.24872401356697083,-0.032715488225221634,1.3858332633972168,0.10624705255031586,0.1062249094247818,0.1062600165605545,1.392127513885498,0.24870729446411133,-0.03269623965024948,1.385832667350769,0.1062249094247818,1.3920209407806396,0.2487315535545349,-0.032694362103939056,1.3858342170715332,0.1062600165605545,0.10622140765190125,0.10627676546573639,1.3921425342559814,0.24870392680168152,-0.03268251568078995,1.3858329057693481,0.10622140765190125,1.3919836282730103,0.24873991310596466,-0.03264784812927246,1.385835886001587,0.10627676546573639,0.10623003542423248,0.10624705255031586,1.3881271115678828e-05,26.364456176757812,1.0023889541625977,True
1000,547.153,1,1.3914345800876617,0.47802734375,0.0,0.462890625,0.0,0.0005417193751782179,0.10615482926368713,0.10614724457263947,1.3922157287597656,0.24867945909500122,-0.033030442893505096,1.3858428001403809,0.10615482926368713,1.3922380208969116,0.24868112802505493,-0.03310089558362961,1.3858213424682617,0.10614724457263947,0.10613983869552612,0.10611933469772339,1.3922114372253418,0.24867777526378632,-0.03316782787442207,1.3858506679534912,0.10613983869552612,1.3922555446624756,0.2486812025308609,-0.03336305171251297,1.3858075141906738,0.10611933469772339,0.10611395537853241,0.10607470571994781,1.392211675643921,0.2486754059791565,-0.033402688801288605,1.3858565092086792,0.10611395537853241,1.3922771215438843,0.24868085980415344,-0.03378438949584961,1.385791540145874,0.10607470571994781,0.10615482926368713,0.10614724457263947,1.1188521966687404e-05,26.36441993713379,1.0023274421691895,True
1250,671.401,1,1.3913896083831787,0.4775390625,0.0,0.46270751953125,0.0,0.0005223292973823845,0.10658600926399231,0.10677677392959595,1.3912252187728882,0.24893973767757416,-0.03231196105480194,1.3858070373535156,0.10658600926399231,1.3910801410675049,0.24895590543746948,-0.03071116842329502,1.385869026184082,0.10677677392959595,0.106490358710289,0.10687145590782166,1.3913019895553589,0.2489311695098877,-0.033106036484241486,1.3857736587524414,0.106490358710289,1.391012191772461,0.24896354973316193,-0.02990870177745819,1.3858973979949951,0.10687145590782166,0.10639481246471405,0.1069650948047638,1.3913813829421997,0.24892227351665497,-0.03389311581850052,1.3857388496398926,0.10639481246471405,1.3909473419189453,0.2489708960056305,-0.0291106216609478,1.3859238624572754,0.1069650948047638,0.10658600926399231,0.10677677392959595,9.453525308344979e-06,26.36442756652832,1.0022684335708618,True
1500,795.68,2,1.3917719721794128,0.4423828125,0.001953125,0.46380615234375,0.00048828125,0.0005057404050603509,0.10625144839286804,0.10635282099246979,1.3919821977615356,0.24874237179756165,-0.032926902174949646,1.3858296871185303,0.10625144839286804,1.3918776512145996,0.24876800179481506,-0.032274119555950165,1.3858373165130615,0.10635282099246979,0.10619854927062988,0.10639937222003937,1.3920353651046753,0.248729407787323,-0.033273231238126755,1.3858253955841064,0.10619854927062988,1.3918260335922241,0.24878071248531342,-0.03198721259832382,1.3858407735824585,0.10639937222003937,0.10614526271820068,0.10644173622131348,1.3920893669128418,0.24871626496315002,-0.03362054377794266,1.3858212232589722,0.10614526271820068,1.3917748928070068,0.248793363571167,-0.031741365790367126,1.3858439922332764,0.10644173622131348,0.10625144839286804,0.10635282099246979,8.187880666810088e-06,26.364456176757812,1.0022753477096558,True
1750,918.862,1,1.391358733177185,0.480224609375,0.0,0.4664306640625,0.0,0.0004912022268399596,0.10574635863304138,0.10586214065551758,1.393007516860962,0.24848969280719757,-0.03442590683698654,1.3858132362365723,0.10574635863304138,1.3929630517959595,0.24849382042884827,-0.033353693783283234,1.385840654373169,0.10586214065551758,0.10569238662719727,0.10592332482337952,1.3930269479751587,0.24848806858062744,-0.03492986410856247,1.3858003616333008,0.10569238662719727,1.3929388523101807,0.24849611520767212,-0.03278898075222969,1.3858548402786255,0.10592332482337952,0.10564137995243073,0.10598666965961456,1.393043875694275,0.24848689138889313,-0.03541121631860733,1.385787844657898,0.10564137995243073,1.3929139375686646,0.24849845468997955,-0.032204002141952515,1.3858693838119507,0.10598666965961456,0.10574635863304138,0.10586214065551758,7.251917850226164e-06,26.36441421508789,1.0022104978561401,True
2000,1039.12,1,1.3910325765609741,0.475830078125,0.0,0.4591064453125,0.0,0.00047823673230595887,0.10633108019828796,0.10653392970561981,1.3917391300201416,0.24880778789520264,-0.03302799165248871,1.385810375213623,0.10633108019828796,1.3915313482284546,0.2488453984260559,-0.03158331662416458,1.3858540058135986,0.10653392970561981,0.10623012483119965,0.1066373884677887,1.3918404579162598,0.24878987669944763,-0.03375706821680069,1.3857874870300293,0.10623012483119965,1.3914254903793335,0.2488650381565094,-0.030850907787680626,1.3858745098114014,0.1066373884677887,0.10612717270851135,0.1067427396774292,1.3919399976730347,0.24877259135246277,-0.0345141664147377,1.3857641220092773,0.10612717270851135,1.3913185596466064,0.24888518452644348,-0.03010585531592369,1.3858942985534668,0.1067427396774292,0.10633108019828796,0.10653392970561981,6.530603513965616e-06,26.364410400390625,1.0021777153015137,True
2250,1159.22,1,1.3913519382476807,0.480224609375,0.0,0.46722412109375,0.0,0.0004665211890824139,0.10628491640090942,0.10631254315376282,1.3919519186019897,0.24874448776245117,-0.03264382854104042,1.3858428001403809,0.10628491640090942,1.3918806314468384,0.24876846373081207,-0.03267849609255791,1.3858250379562378,0.10631254315376282,0.10626441240310669,0.10631975531578064,1.3919893503189087,0.24873214960098267,-0.03268788754940033,1.385851263999939,0.10626441240310669,1.391846776008606,0.2487799972295761,-0.03275562822818756,1.3858158588409424,0.10631975531578064,0.10624043643474579,0.10632216930389404,1.392027497291565,0.2487196922302246,-0.03276495635509491,1.385859489440918,0.10624043643474579,1.3918145895004272,0.2487911581993103,-0.032875314354896545,1.3858063220977783,0.10632216930389404,0.10628491640090942,0.10631254315376282,5.914819212193834e-06,26.36440086364746,1.002148151397705,True
