step,elapsed_sec,best_agent,best_loss,best_cell_acc,best_board_acc,avg_cell_acc,avg_board_acc,theta_spread,j_plus,j_minus,update_norm,theta_l2,theta_max_abs,theta_finite
7250,5267.538,3,0.6811702996492386,0.6394314236111112,0.0,0.6322530110677084,0.0,0.00014571004430763423,-0.6860862374305725,-0.6816266179084778,1.2134320968471002e-05,26.4083194732666,1.001355528831482,True
7500,5443.062,1,0.6814133822917938,0.6356608072916666,0.0,0.6303575303819444,0.0,0.00014234462287276983,-0.6809515357017517,-0.6800534725189209,3.0121605050226208e-06,26.408233642578125,1.0014047622680664,True
7750,5618.599,3,0.6811998784542084,0.6391194661458334,0.0,0.6324869791666667,0.0,0.00013912239228375256,-0.6835718154907227,-0.6817970871925354,4.937405265081907e-06,26.408340454101562,1.0013515949249268,True
8000,5794.152,1,0.6801344305276871,0.6508382161458334,0.0,0.6336296929253473,0.0,0.00013603299157693982,-0.6825650930404663,-0.6807879209518433,4.855317456531338e-06,26.40825653076172,1.0014015436172485,True
8250,5969.572,2,0.6803328096866608,0.6486952039930556,0.0,0.6313578287760417,0.0,0.0001330677914666012,-0.6828328967094421,-0.6803116202354431,6.560547262779437e-06,26.408166885375977,1.001441478729248,True
8500,6145.014,3,0.6805182248353958,0.6469997829861112,0.0,0.6317986382378472,0.0,0.00013022236817050725,-0.6838195323944092,-0.6788553595542908,1.2424654414644465e-05,26.408369064331055,1.0013494491577148,True
8750,6320.356,3,0.6816911101341248,0.6330295138888888,0.0,0.6297505696614583,0.0,0.00012748633162118495,-0.6821029186248779,-0.6823598742485046,1.6335246755261323e-06,26.40838050842285,1.0013467073440552,True
9000,6495.748,3,0.6804550290107727,0.6476508246527778,0.0,0.6275634765625,0.0,0.00012485227489378303,-0.6805850267410278,-0.6811621785163879,2.0103625502088107e-06,26.40838623046875,1.0013470649719238,True
9250,6671.129,1,0.681174710392952,0.6384141710069444,0.0,0.631500244140625,0.0,0.00012231692380737513,-0.6818541288375854,-0.6814229488372803,1.7362832522849203e-06,26.408321380615234,1.0013980865478516,True
9500,6846.666,1,0.6803785413503647,0.6480441623263888,0.0,0.6350640190972222,0.0,0.0001198737882077694,-0.6804368495941162,-0.6813777089118958,2.591387101347209e-06,26.40833282470703,1.0013965368270874,True
9750,7022.583,1,0.6816192269325256,0.6333957248263888,0.0,0.626407199435764,0.0,0.00011751688725780696,-0.682171642780304,-0.680068850517273,5.045397756475722e-06,26.408348083496094,1.0013949871063232,True
10000,7197.941,1,0.6817591488361359,0.6318495008680556,0.0,0.6280042860243056,0.0,0.00011524120782269165,-0.6824322938919067,-0.6798994541168213,5.9327358030714095e-06,26.40835952758789,1.0013935565948486,True
10250,7373.472,3,0.6814631968736649,0.6359185112847222,0.0,0.6307305230034722,0.0,0.0001130428136093542,-0.6832911372184753,-0.681839644908905,3.498695377857075e-06,26.408428192138672,1.0013469457626343,True
10500,7548.856,1,0.6818362474441528,0.6308186848958334,0.0,0.6251932779947916,0.0,0.00011091827764175832,-0.6826820373535156,-0.6837621927261353,2.68052485807857e-06,26.408382415771484,1.0013924837112427,True
10750,7724.217,0,0.681217148900032,0.6390923394097222,0.0,0.6287434895833334,0.0,0.00010886501695495099,-0.6812606453895569,-0.6841171979904175,6.404182386177126e-06,26.40789794921875,1.000901699066162,True
11000,7900.104,2,0.6808253526687622,0.6427951388888888,0.0,0.6354031032986112,0.0,0.00010687670146580786,-0.6789305210113525,-0.6796755790710449,1.9700910343090072e-06,26.408321380615234,1.0014302730560303,True
11250,8075.799,0,0.6812047064304352,0.6391059027777778,0.0,0.6355963812934027,0.0,0.00010495093738427386,-0.6842750906944275,-0.6824495196342468,4.086477019882295e-06,26.407896041870117,1.000901699066162,True
11500,8251.384,1,0.6809495836496353,0.6412353515625,0.0,0.6273532443576388,0.0,0.0001030855710268952,-0.6803692579269409,-0.6830661296844482,5.8516038734524045e-06,26.408422470092773,1.0013879537582397,True
11750,8427.017,2,0.6813279092311859,0.6369222005208334,0.0,0.6314968532986112,0.0,0.00010127767745871097,-0.6832554340362549,-0.6802741289138794,6.372990355885122e-06,26.408353805541992,1.0014334917068481,True
12000,8603.467,1,0.6821990609169006,0.62646484375,0.0,0.6245693630642362,0.0,9.952353866538033e-05,-0.6815123558044434,-0.6814738512039185,9.808499044083874e-07,26.408443450927734,1.001388669013977,True
12250,8778.928,1,0.6816289126873016,0.6333414713541666,0.0,0.6307203504774306,0.0,9.782212146092206e-05,-0.6811851263046265,-0.6787698268890381,5.082587449578568e-06,26.40845489501953,1.0013904571533203,True
12500,8954.844,1,0.6806378811597824,0.6450330946180556,0.0,0.6325480143229166,0.0,9.617055911803618e-05,-0.6825838088989258,-0.6820945739746094,1.3563561651608325e-06,26.408458709716797,1.0013891458511353,True
12750,9137.906,0,0.6814490705728531,0.6362575954861112,0.0,0.6318088107638888,0.0,9.456584666622803e-05,-0.681080162525177,-0.6829131245613098,3.8222174225666095e-06,26.40791130065918,1.0009044408798218,True
13000,9321.517,2,0.6812821179628372,0.6376003689236112,0.0,0.6324530707465278,0.0,9.30062378756702e-05,-0.6800754070281982,-0.6817400455474854,3.445812126301462e-06,26.408401489257812,1.001426100730896,True
13250,9505.171,2,0.6808439195156097,0.6426052517361112,0.0,0.6310797797309028,0.0,9.149157267529517e-05,-0.6805975437164307,-0.682296097278595,3.4811830573744373e-06,26.408409118652344,1.0014245510101318,True
13500,9688.49,2,0.6809830218553543,0.6409776475694444,0.0,0.6334906684027778,0.0,9.001764556160197e-05,-0.6798297166824341,-0.6825649738311768,5.447584044304676e-06,26.408418655395508,1.0014249086380005,True
13750,9873.808,3,0.6808061003684998,0.6434326171875,0.0,0.632687038845486,0.0,8.858376531861722e-05,-0.6835815906524658,-0.6822361350059509,2.7428791327110957e-06,26.408533096313477,1.0013328790664673,True
14000,10057.22,3,0.6803228408098221,0.6492241753472222,0.0,0.63409423828125,0.0,8.718792378203943e-05,-0.6802093982696533,-0.6818639636039734,3.290558879598393e-06,26.408538818359375,1.001331090927124,True
14250,10240.589,1,0.6808212250471115,0.6428900824652778,0.0,0.6347757975260416,0.0,8.582996088080108e-05,-0.6818471550941467,-0.6844351887702942,5.0224953156430274e-06,26.408510208129883,1.0013900995254517,True
14500,10424.144,2,0.6810510903596878,0.6402994791666666,0.0,0.6377970377604166,0.0,8.450721361441538e-05,-0.6823355555534363,-0.6837545037269592,2.796972012220067e-06,26.408447265625,1.0014276504516602,True
14750,10607.474,0,0.6808828264474869,0.6427815755208334,0.0,0.6298116048177084,0.0,8.321966015500948e-05,-0.6816603541374207,-0.6802365183830261,2.777519966912223e-06,26.407930374145508,1.0009065866470337,True
15000,10790.753,1,0.6810144484043121,0.6404622395833334,0.0,0.637542724609375,0.0,8.196312410291284e-05,-0.6824979186058044,-0.6817308664321899,1.5956537708916585e-06,26.408527374267578,1.0013880729675293,True
