step,elapsed_sec,j_plus_1,j_minus_1,plus1_obj_ce,plus1_obj_prob_true,plus1_obj_margin,plus1_obj_soft_cell_acc,plus1_obj_soft_board_acc,plus1_obj_entropy,plus1_objective,minus1_obj_ce,minus1_obj_prob_true,minus1_obj_margin,minus1_obj_soft_cell_acc,minus1_obj_soft_board_acc,minus1_obj_entropy,minus1_objective,j_plus_2,j_minus_2,plus2_obj_ce,plus2_obj_prob_true,plus2_obj_margin,plus2_obj_soft_cell_acc,plus2_obj_soft_board_acc,plus2_obj_entropy,plus2_objective,minus2_obj_ce,minus2_obj_prob_true,minus2_obj_margin,minus2_obj_soft_cell_acc,minus2_obj_soft_board_acc,minus2_obj_entropy,minus2_objective,j_plus_3,j_minus_3,plus3_obj_ce,plus3_obj_prob_true,plus3_obj_margin,plus3_obj_soft_cell_acc,plus3_obj_soft_board_acc,plus3_obj_entropy,plus3_objective,minus3_obj_ce,minus3_obj_prob_true,minus3_obj_margin,minus3_obj_soft_cell_acc,minus3_obj_soft_board_acc,minus3_obj_entropy,minus3_objective,j_plus,j_minus,raw_scalar,scalar,param_l2,param_max_abs,params_finite,loss,cell_acc,board_acc,obj_ce,obj_prob_true,obj_margin,obj_soft_cell_acc,obj_soft_board_acc,obj_entropy,objective
2750,251.868,0.48016637563705444,0.47989583015441895,1.387626051902771,0.24971385300159454,-0.015512865036725998,0.49224358797073364,0.00344531936571002,1.3861171007156372,0.48016637563705444,1.3876080513000488,0.24971935153007507,-0.01587384194135666,0.49206307530403137,0.0034344561863690615,1.386113166809082,0.47989583015441895,0.4801553785800934,0.47957006096839905,1.3876457214355469,0.2497093230485916,-0.015529189258813858,0.4922354221343994,0.0034451554529368877,1.3861162662506104,0.4801553785800934,1.3876094818115234,0.24972040951251984,-0.01631186529994011,0.4918440878391266,0.0034218700602650642,1.3861079216003418,0.47957006096839905,0.4800765812397003,0.47908470034599304,1.3876726627349854,0.2497035712003708,-0.015636269003152847,0.4921818673610687,0.0034423572942614555,1.3861134052276611,0.4800765812397003,1.387617826461792,0.24972042441368103,-0.016966242343187332,0.4915168881416321,0.003403370501473546,1.3861005306243896,0.47908470034599304,0.48016637563705444,0.47989583015441895,5.968652827247229e-06,5.968652827247229e-06,18.973326966061936,1.0048041343688965,True,1.3875079154968262,0.260498046875,0.0,1.3875079154968262,0.24974365904927254,-0.015549670904874802,0.49222517013549805,0.0034439684823155403,1.3861145973205566,0.4801398813724518
3000,274.712,0.4820535480976105,0.48239967226982117,1.3872904777526855,0.2497725486755371,-0.012996751815080643,0.49350160360336304,0.0035194898955523968,1.3862030506134033,0.4820535480976105,1.3873059749603271,0.24977418780326843,-0.012507250532507896,0.4937463700771332,0.0035300306044518948,1.386200189590454,0.48239967226982117,0.4802708923816681,0.4807831645011902,1.387302279472351,0.2497711479663849,-0.015414540655910969,0.49229273200035095,0.003453124314546585,1.3861877918243408,0.4802708923816681,1.387336254119873,0.24977444112300873,-0.014679149724543095,0.49266043305397034,0.0034674848429858685,1.3861784934997559,0.4807831645011902,0.47808390855789185,0.4785909056663513,1.3873248100280762,0.24976937472820282,-0.01838233321905136,0.4908088445663452,0.0033719586208462715,1.386163592338562,0.47808390855789185,1.3873838186264038,0.24977430701255798,-0.0176379531621933,0.49118101596832275,0.003384274896234274,1.386141061782837,0.4785909056663513,0.4820535480976105,0.48239967226982117,-3.740945693107901e-06,-3.740945693107901e-06,18.973134683193994,1.0048844814300537,True,1.3870904743671417,0.26904296875,0.0,1.3870904743671417,0.2498224601149559,-0.011320555116981268,0.4943397268652916,0.0035651587531901896,1.386212408542633,0.4832916855812073
3250,297.485,0.48568567633628845,0.486625611782074,1.387049674987793,0.2498207688331604,-0.008115886710584164,0.49594205617904663,0.0036592399701476097,1.3862597942352295,0.48568567633628845,1.387035846710205,0.24982324242591858,-0.006856655236333609,0.4965716600418091,0.003696069121360779,1.3862698078155518,0.486625611782074,0.48502644896507263,0.4868639409542084,1.3870636224746704,0.2498188316822052,-0.008998960256576538,0.4955005347728729,0.0036334185861051083,1.3862504959106445,0.48502644896507263,1.3870337009429932,0.24982412159442902,-0.006536773405969143,0.49673157930374146,0.003705340437591076,1.3862712383270264,0.4868639409542084,0.48422056436538696,0.4869285523891449,1.3870832920074463,0.24981626868247986,-0.010079344734549522,0.49496033787727356,0.003601965494453907,1.3862378597259521,0.48422056436538696,1.3870340585708618,0.24982494115829468,-0.0064492300152778625,0.49677538871765137,0.0037077502347528934,1.38627028465271,0.4869285523891449,0.48568567633628845,0.486625611782074,-1.5832509825584253e-05,-1.5832509825584253e-05,18.97363458284802,1.0050634145736694,True,1.3869812786579132,0.272216796875,0.0,1.3869812786579132,0.24983707070350647,-0.007337402319535613,0.4963312968611717,0.0036821296089328825,1.3862663507461548,0.4862685799598694
3500,320.287,0.4870157241821289,0.4865390956401825,1.3871734142303467,0.2497888058423996,-0.006334376987069845,0.49683281779289246,0.003711953293532133,1.3862712383270264,0.4870157241821289,1.3869951963424683,0.2498307228088379,-0.006977937649935484,0.4965110123157501,0.0036931559443473816,1.3862733840942383,0.4865390956401825,0.48589494824409485,0.4851125478744507,1.3872764110565186,0.2497674822807312,-0.007829945534467697,0.4960850477218628,0.00366767356172204,1.3862581253051758,0.48589494824409485,1.3869202136993408,0.24985095858573914,-0.008891972713172436,0.49555400013923645,0.0036372244358062744,1.3862636089324951,0.4851125478744507,0.4841085970401764,0.48324963450431824,1.3873891830444336,0.24974606931209564,-0.01022016815841198,0.49488991498947144,0.0035977002698928118,1.3862361907958984,0.4841085970401764,1.386855125427246,0.24987047910690308,-0.011396339163184166,0.49430185556411743,0.0035649044439196587,1.386247158050537,0.48324963450431824,0.4870157241821289,0.4865390956401825,5.5306681792862126e-06,5.5306681792862126e-06,18.973883235895048,1.0048750638961792,True,1.3870835602283478,0.2734375,0.0,1.3870835602283478,0.2498086579144001,-0.006138400873169303,0.4969308078289032,0.0037179592181928456,1.386276662349701,0.48716508597135544
3750,343.062,0.4871830642223358,0.4876490533351898,1.387049674987793,0.24981677532196045,-0.0061155641451478004,0.4969422221183777,0.0037186783738434315,1.3862781524658203,0.4871830642223358,1.3867337703704834,0.24989654123783112,-0.005502286832779646,0.4972488582134247,0.0037370123900473118,1.3862762451171875,0.4876490533351898,0.4866732358932495,0.4873935878276825,1.3871943950653076,0.24978068470954895,-0.006792694795876741,0.49660366773605347,0.003698543645441532,1.3862769603729248,0.4866732358932495,1.386563777923584,0.24993997812271118,-0.005847232416272163,0.4970763921737671,0.0037266353610903025,1.38627290725708,0.4873935878276825,0.48605552315711975,0.48676976561546326,1.3873298168182373,0.24974724650382996,-0.007614980451762676,0.4961925148963928,0.0036742265801876783,1.3862744569778442,0.48605552315711975,1.3863871097564697,0.24998560547828674,-0.006683441810309887,0.4966582655906677,0.0037015248090028763,1.3862676620483398,0.48676976561546326,0.4871830642223358,0.4876490533351898,-4.684628551199437e-06,-4.684628551199437e-06,18.973826998565556,1.0048967599868774,True,1.386977106332779,0.29248046875,0.0,1.386977106332779,0.24983516708016396,-0.0057646807981655,0.49711765348911285,0.0037290416075848043,1.386277675628662,0.4874468743801117
4000,365.902,0.48705431818962097,0.4865366816520691,1.3869752883911133,0.24984058737754822,-0.006285560317337513,0.496857225894928,0.0037130210548639297,1.3862671852111816,0.48705431818962097,1.3870127201080322,0.24982431530952454,-0.00698210671544075,0.496508926153183,0.0036932406947016716,1.3862779140472412,0.4865366816520691,0.4854515790939331,0.48457932472229004,1.3869636058807373,0.2498507797718048,-0.008424458093941212,0.49578776955604553,0.0036491109058260918,1.386246681213379,0.4854515790939331,1.3870395421981812,0.24981820583343506,-0.009606163948774338,0.4951969087123871,0.003616752801463008,1.386267066001892,0.48457932472229004,0.4834249019622803,0.48208385705947876,1.386955976486206,0.24986228346824646,-0.011137676425278187,0.49443119764328003,0.0035693133249878883,1.3862169981002808,0.4834249019622803,1.3870723247528076,0.24981345236301422,-0.012962669134140015,0.4935186803340912,0.0035205804742872715,1.3862448930740356,0.48208385705947876,0.48705431818962097,0.4865366816520691,7.039868348734199e-06,7.039868348734199e-06,18.973810833326535,1.0048608779907227,True,1.3869323432445526,0.2998046875,0.0,1.3869323432445526,0.24984638020396233,-0.005634593777358532,0.497182697057724,0.0037329481565393507,1.3862778842449188,0.48754533380270004
4250,388.715,0.4874694049358368,0.48741063475608826,1.3868615627288818,0.24986621737480164,-0.005734788253903389,0.4971325993537903,0.0037294940557330847,1.3862743377685547,0.4874694049358368,1.3869627714157104,0.24983754754066467,-0.005815217271447182,0.4970923960208893,0.003727798815816641,1.3862791061401367,0.48741063475608826,0.48710906505584717,0.48687589168548584,1.3868002891540527,0.24988406896591187,-0.006213595625013113,0.4968931972980499,0.0037146490067243576,1.3862688541412354,0.48710906505584717,1.387003779411316,0.24982644617557526,-0.0065293279476463795,0.4967353343963623,0.003706709947437048,1.3862781524658203,0.48687589168548584,0.48655253648757935,0.4860396385192871,1.3867313861846924,0.24990439414978027,-0.006954330950975418,0.49652284383773804,0.0036919419653713703,1.3862614631652832,0.48655253648757935,1.3870394229888916,0.24981731176376343,-0.007646662648767233,0.49617666006088257,0.0036736885085701942,1.386274814605713,0.4860396385192871,0.4874694049358368,0.48741063475608826,2.2424305244525427e-06,2.2424305244525427e-06,18.973732135185738,1.0049182176589966,True,1.3867918252944946,0.3173828125,0.0,1.3867918252944946,0.24988169595599174,-0.005276556126773357,0.4973617270588875,0.003743709239643067,1.386277973651886,0.48781678825616837
4500,411.519,0.4874463379383087,0.4876168668270111,1.386772632598877,0.24988709390163422,-0.005769583396613598,0.49711522459983826,0.0037287049926817417,1.3862755298614502,0.4874463379383087,1.386718511581421,0.24989938735961914,-0.005545455031096935,0.497227281332016,0.003735697828233242,1.3862777948379517,0.4876168668270111,0.48671451210975647,0.48697254061698914,1.3867934942245483,0.2498837411403656,-0.006743313279002905,0.4966283440589905,0.003699271706864238,1.3862690925598145,0.48671451210975647,1.3866853713989258,0.2499081790447235,-0.006405730731785297,0.4967971444129944,0.0037099409382790327,1.3862740993499756,0.48697254061698914,0.4856712520122528,0.4860190153121948,1.3868101835250854,0.2498822957277298,-0.008134156465530396,0.495932936668396,0.0036575859412550926,1.3862590789794922,0.4856712520122528,1.3866480588912964,0.249918594956398,-0.007680545095354319,0.49615973234176636,0.003672061488032341,1.3862676620483398,0.4860190153121948,0.4874463379383087,0.4876168668270111,-1.8265325618799138e-06,-1.8265325618799138e-06,18.97382841784018,1.0050057172775269,True,1.386911690235138,0.30126953125,0.0,1.386911690235138,0.24985134974122047,-0.005564754013903439,0.4972176253795624,0.003735010279342532,1.3862783014774323,0.4875979796051979
4750,433.612,0.48769721388816833,0.48723506927490234,1.3866970539093018,0.2499075084924698,-0.005437825806438923,0.4972810745239258,0.0037387749180197716,1.38627290725708,0.48769721388816833,1.386911153793335,0.24985122680664062,-0.006049427203834057,0.496975302696228,0.003720585722476244,1.3862779140472412,0.48723506927490234,0.48710548877716064,0.48649337887763977,1.3865773677825928,0.24994060397148132,-0.006230071187019348,0.49688494205474854,0.0037150168791413307,1.3862640857696533,0.48710548877716064,1.3870038986206055,0.24982814490795135,-0.0070387194864451885,0.49648064374923706,0.0036913419608026743,1.386275053024292,0.48649337887763977,0.4859817326068878,0.4855831265449524,1.3864504098892212,0.24997684359550476,-0.0077329762279987335,0.4961335062980652,0.003670103382319212,1.3862500190734863,0.4859817326068878,1.3870866298675537,0.2498084306716919,-0.00825540442019701,0.49587228894233704,0.003655623644590378,1.3862693309783936,0.4855831265449524,0.48769721388816833,0.48723506927490234,2.9618970391282026e-06,2.9618970391282026e-06,18.97380296874841,1.0050814151763916,True,1.3868862986564636,0.309814453125,0.0,1.3868862986564636,0.2498580627143383,-0.005592116853222251,0.4972039461135864,0.003734235593583435,1.3862775564193726,0.4875781759619713
5000,456.245,0.48724180459976196,0.48783108592033386,1.3870599269866943,0.24981611967086792,-0.0060338107869029045,0.4969831109046936,0.003720654407516122,1.386275291442871,0.48724180459976196,1.386670470237732,0.24991177022457123,-0.005260912235826254,0.49736955761909485,0.0037441980093717575,1.3862777948379517,0.48783108592033386,0.4864561855792999,0.4873354732990265,1.3872578144073486,0.24976849555969238,-0.007076313719153404,0.4964618384838104,0.003689427860081196,1.3862704038619995,0.4864561855792999,1.3864796161651611,0.24995958805084229,-0.005926791112869978,0.4970366060733795,0.0037242360413074493,1.386275053024292,0.4873354732990265,0.4855101406574249,0.4865175187587738,1.3874568939208984,0.24972108006477356,-0.008335119113326073,0.4958324432373047,0.0036520780995488167,1.386263370513916,0.4855101406574249,1.3862919807434082,0.2500072717666626,-0.0070228008553385735,0.4964886009693146,0.0036914038937538862,1.3862699270248413,0.4865175187587738,0.48724180459976196,0.48783108592033386,-5.378504733354035e-06,-5.378504733354035e-06,18.97390083302924,1.0050767660140991,True,1.3868521451950073,0.3115234375,0.0,1.3868521451950073,0.2498665452003479,-0.005458218976855278,0.4972708821296692,0.0037382395239546895,1.386277824640274,0.48767922073602676
