step,elapsed_sec,best_agent,best_loss,best_cell_acc,best_board_acc,avg_cell_acc,avg_board_acc,theta_spread,j_plus_1,j_minus_1,j_plus_2,j_minus_2,j_plus_3,j_minus_3,j_plus,j_minus,update_norm,theta_l2,theta_max_abs,theta_finite
4000,2168.53,3,0.6965041160583496,0.45203125,0.0,0.45033203125,0.0,0.00040693473420105875,-0.696401059627533,-0.6965779066085815,-0.6963162422180176,-0.6966703534126282,-0.6962331533432007,-0.6967660784721375,-0.696401059627533,-0.6965779066085815,3.644341404651641e-06,26.250158309936523,1.001814603805542,True
4250,2302.11,3,0.696381464600563,0.45609375,0.0,0.45101562500000003,0.0,0.0004002508067060262,-0.697079598903656,-0.6970847845077515,-0.6970775127410889,-0.6970875263214111,-0.6970757842063904,-0.6970900893211365,-0.697079598903656,-0.6970847845077515,3.4413606044836342e-06,26.250179290771484,1.001786231994629,True
4500,2435.645,0,0.6965255588293076,0.4540625,0.0,0.44939453125,0.0,0.00039390826714225113,-0.6966500282287598,-0.6967500448226929,-0.6965984106063843,-0.69679856300354,-0.6965458393096924,-0.6968460083007812,-0.6966500282287598,-0.6967500448226929,3.27745033246174e-06,26.249155044555664,1.0005640983581543,True
4750,2570.984,2,0.6964718401432037,0.454296875,0.0,0.45015625,0.0,0.00038787227822467685,-0.6964381337165833,-0.6964507102966309,-0.6964347958564758,-0.6964601278305054,-0.6964331865310669,-0.6964713931083679,-0.6964381337165833,-0.6964507102966309,3.1194526854960714e-06,26.249738693237305,1.0017132759094238,True
5000,2705.146,1,0.6964217871427536,0.454375,0.0,0.44994140625,0.0,0.00038211472565308213,-0.696524441242218,-0.6962653994560242,-0.6966543793678284,-0.6961372494697571,-0.6967840790748596,-0.6960105895996094,-0.696524441242218,-0.6962653994560242,3.0080873330007307e-06,26.250516891479492,1.0018762350082397,True
5250,2839.512,3,0.6965830773115158,0.4509375,0.0,0.44738281249999995,0.0,0.00037661142414435744,-0.6968421936035156,-0.6967170834541321,-0.6969046592712402,-0.6966542601585388,-0.6969670057296753,-0.696591317653656,-0.6968421936035156,-0.6967170834541321,2.859022288248525e-06,26.25023078918457,1.001765251159668,True
5500,2973.402,0,0.696540430188179,0.453046875,0.0,0.44935546875,0.0,0.000371341360732913,-0.6966500282287598,-0.696666419506073,-0.6966421008110046,-0.696675717830658,-0.6966336965560913,-0.6966863870620728,-0.6966500282287598,-0.696666419506073,2.734787358349422e-06,26.249174118041992,1.000566840171814,True
5750,3105.725,0,0.6966888904571533,0.449296875,0.0,0.44611328125,0.0,0.0003662862873170525,-0.6964764595031738,-0.6965000629425049,-0.6964651346206665,-0.6965130567550659,-0.6964541673660278,-0.6965267658233643,-0.6964764595031738,-0.6965000629425049,2.626828518259572e-06,26.249210357666016,1.0005680322647095,True
6000,3239.693,2,0.6962605714797974,0.45984375,0.0,0.45197265625,0.0,0.0003614303714130074,-0.6965618133544922,-0.6966698169708252,-0.6965043544769287,-0.6967207193374634,-0.6964444518089294,-0.696769654750824,-0.6965618133544922,-0.6966698169708252,2.5320935037598247e-06,26.249876022338867,1.0017024278640747,True
6250,3371.952,3,0.6963928192853928,0.453828125,0.0,0.4461328125,0.0,0.000356758275302127,-0.6971847414970398,-0.6973203420639038,-0.6971163749694824,-0.6973876953125,-0.6970474720001221,-0.6974548101425171,-0.6971847414970398,-0.6973203420639038,2.4412904622295173e-06,26.250308990478516,1.0017669200897217,True
6500,3503.73,2,0.6964576840400696,0.455234375,0.0,0.45167968750000004,0.0,0.000352255767211318,-0.6968803405761719,-0.6967639327049255,-0.6969367265701294,-0.6967039704322815,-0.6969918608665466,-0.6966425180435181,-0.6968803405761719,-0.6967639327049255,2.3531697479484137e-06,26.249923706054688,1.0017050504684448,True
6750,3635.456,2,0.6964225471019745,0.456875,0.0,0.4516796875,0.0,0.0003479135630186647,-0.6967098712921143,-0.6965763568878174,-0.6967776417732239,-0.6965104937553406,-0.6968461871147156,-0.6964449882507324,-0.6967098712921143,-0.6965763568878174,2.2728106614522403e-06,26.24994659423828,1.0017001628875732,True
7000,3767.867,3,0.6959807276725769,0.4678125,0.0,0.45298828125,0.0,0.0003437220584601164,-0.696150541305542,-0.6963212490081787,-0.696067750453949,-0.6964091658592224,-0.6959866881370544,-0.6964989304542542,-0.696150541305542,-0.6963212490081787,2.202372797910357e-06,26.25034523010254,1.0017671585083008,True
7250,3900.081,1,0.6965830028057098,0.4490625,0.0,0.44587890625,0.0,0.0003396700485609472,-0.6963645219802856,-0.6963319182395935,-0.6963859796524048,-0.6963212490081787,-0.6964101195335388,-0.6963151693344116,-0.6963645219802856,-0.6963319182395935,2.1198684407863766e-06,26.250667572021484,1.0018736124038696,True
7500,4032.332,2,0.6965170204639435,0.453125,0.0,0.45146484375,0.0,0.0003357485111337155,-0.6968070268630981,-0.6967125535011292,-0.696855902671814,-0.6966667175292969,-0.6969059705734253,-0.6966217756271362,-0.6968070268630981,-0.6967125535011292,2.0567617866618093e-06,26.25,1.001705288887024,True
7750,4164.546,1,0.6965318918228149,0.45125,0.0,0.44677734375,0.0,0.00033195127616636455,-0.6969107985496521,-0.696837306022644,-0.6969534158706665,-0.696806013584137,-0.6969999670982361,-0.6967782378196716,-0.6969107985496521,-0.696837306022644,1.9919659735023743e-06,26.25067710876465,1.0018770694732666,True
8000,4296.593,3,0.6963074058294296,0.456875,0.0,0.45249999999999996,0.0,0.00032826868118718266,-0.6966860890388489,-0.6966531276702881,-0.6966963410377502,-0.6966301202774048,-0.6967024207115173,-0.6966026425361633,-0.6966860890388489,-0.6966531276702881,1.931805854837876e-06,26.25037384033203,1.0017706155776978,True
8250,4429.062,2,0.6965110301971436,0.454375,0.0,0.44869140625,0.0,0.00032469601137563586,-0.696499764919281,-0.6964019536972046,-0.6965475678443909,-0.6963520646095276,-0.6965945959091187,-0.6963016986846924,-0.696499764919281,-0.6964019536972046,1.8787857243296457e-06,26.250045776367188,1.0017025470733643,True
8500,4561.877,0,0.6965575367212296,0.4521875,0.0,0.44814453125000003,0.0,0.000321226310916245,-0.6964089274406433,-0.6964653134346008,-0.6963815093040466,-0.6964942216873169,-0.6963546872138977,-0.6965237259864807,-0.6964089274406433,-0.6964653134346008,1.823706838877115e-06,26.249361038208008,1.000573992729187,True
8750,4693.657,3,0.6965587139129639,0.450390625,0.0,0.44865234375,0.0,0.0003178556216880679,-0.6966413855552673,-0.6967114210128784,-0.6966065168380737,-0.6967459917068481,-0.6965718269348145,-0.6967800855636597,-0.6966413855552673,-0.6967114210128784,1.7743452644936042e-06,26.25039291381836,1.0017660856246948,True
9000,4825.53,2,0.6965312510728836,0.45390625,0.0,0.448828125,0.0,0.00031457681325264275,-0.6963545083999634,-0.69635009765625,-0.6963624358177185,-0.6963539123535156,-0.6963738203048706,-0.6963617205619812,-0.6963545083999634,-0.69635009765625,1.7246678680749028e-06,26.25011444091797,1.0017000436782837,True
9250,4959.146,3,0.6964331120252609,0.453828125,0.0,0.44880859375,0.0,0.00031138653866946697,-0.6971489191055298,-0.6971443295478821,-0.6971547603607178,-0.6971452832221985,-0.6971632242202759,-0.6971482634544373,-0.6971489191055298,-0.6971443295478821,1.67948485341185e-06,26.25041389465332,1.0017635822296143,True
9500,5092.57,2,0.6962989419698715,0.45875,0.0,0.45394531250000003,0.0,0.00030828043236397207,-0.6963659524917603,-0.6965095400810242,-0.6962969303131104,-0.6965844631195068,-0.6962293386459351,-0.6966618299484253,-0.6963659524917603,-0.6965095400810242,1.645006477701827e-06,26.2501277923584,1.0017001628875732,True
9750,5224.305,1,0.6962023377418518,0.4615625,0.0,0.45251953125,0.0,0.00030525500187650323,-0.6966485381126404,-0.6965494751930237,-0.6966935992240906,-0.6964958310127258,-0.6967356204986572,-0.6964395046234131,-0.6966485381126404,-0.6965494751930237,1.5994231716831564e-06,26.250755310058594,1.0018805265426636,True
10000,5355.542,3,0.6963943690061569,0.457421875,0.0,0.45390624999999996,0.0,0.00030230573611333966,-0.696702241897583,-0.6967328786849976,-0.6966825127601624,-0.6967433094978333,-0.6966599822044373,-0.6967503428459167,-0.696702241897583,-0.6967328786849976,1.556601318952744e-06,26.250417709350586,1.001762866973877,True
10250,5486.875,0,0.6964305341243744,0.45296875,0.0,0.44558593750000003,0.0,0.0002994300739374012,-0.6963707208633423,-0.6963087320327759,-0.6964037418365479,-0.6962800621986389,-0.6964378952980042,-0.6962531208992004,-0.6963707208633423,-0.6963087320327759,1.5204431065285462e-06,26.249465942382812,1.0005773305892944,True
10500,5618.79,2,0.6965237110853195,0.45484375,0.0,0.44912109375,0.0,0.0002966236788779497,-0.6962840557098389,-0.6962805986404419,-0.6962811946868896,-0.6962741017341614,-0.6962754726409912,-0.6962640881538391,-0.6962840557098389,-0.6962805986404419,1.4831146017968422e-06,26.250185012817383,1.0016975402832031,True
10750,5751.935,1,0.6964310109615326,0.454375,0.0,0.4519921875,0.0,0.0002938846591860056,-0.6965020895004272,-0.6967857480049133,-0.6963569521903992,-0.6969236731529236,-0.6962100267410278,-0.6970587372779846,-0.6965020895004272,-0.6967857480049133,1.4810639186180197e-06,26.25078582763672,1.0018889904022217,True
11000,5884.461,0,0.6963386088609695,0.45828125,0.0,0.450859375,0.0,0.0002912090567406267,-0.696994960308075,-0.6968063116073608,-0.697081446647644,-0.6967045664787292,-0.6971628665924072,-0.6965978741645813,-0.696994960308075,-0.6968063116073608,1.4306651792139746e-06,26.24951934814453,1.0005786418914795,True
11250,6015.5,0,0.6963715106248856,0.45859375,0.0,0.45146484375,0.0,0.0002885948051698506,-0.6966869235038757,-0.6966916918754578,-0.6966771483421326,-0.6966863870620728,-0.696662425994873,-0.6966757774353027,-0.6966869235038757,-0.6966916918754578,1.3848097069057985e-06,26.249513626098633,1.0005786418914795,True
11500,6146.773,0,0.6965164840221405,0.454765625,0.0,0.4525390625,0.0,0.00028603896498680115,-0.6962966918945312,-0.6964430212974548,-0.6962230205535889,-0.6965153217315674,-0.6961487531661987,-0.6965869069099426,-0.6962966918945312,-0.6964430212974548,1.3630333342007361e-06,26.24952507019043,1.000580906867981,True
11750,6277.818,3,0.696511298418045,0.4521875,0.0,0.44806640625,0.0,0.0002835394407156855,-0.6960086226463318,-0.6960940361022949,-0.6959683895111084,-0.6961389780044556,-0.6959297060966492,-0.696185290813446,-0.6960086226463318,-0.6960940361022949,1.328443090642395e-06,26.250459671020508,1.0017664432525635,True
12000,6408.944,2,0.6965380012989044,0.45265625,0.0,0.4516015625,0.0,0.000281093962257728,-0.6963165402412415,-0.6963152885437012,-0.6963146924972534,-0.6963125467300415,-0.6963115930557251,-0.6963081359863281,-0.6963165402412415,-0.6963152885437012,1.2979583061678568e-06,26.25025177001953,1.0016978979110718,True
12250,6539.373,1,0.6961821466684341,0.460390625,0.0,0.45146484375,0.0,0.00027870075427927077,-0.6968274116516113,-0.6966381072998047,-0.696928858757019,-0.6965500116348267,-0.6970347762107849,-0.6964660882949829,-0.6968274116516113,-0.6966381072998047,1.2866131555711036e-06,26.250808715820312,1.001889705657959,True
12500,6668.18,2,0.6965172588825226,0.453828125,0.0,0.45251953125000005,0.0,0.00027635699370875955,-0.6964206099510193,-0.6964337825775146,-0.6964152455329895,-0.6964413523674011,-0.6964107751846313,-0.6964496374130249,-0.6964206099510193,-0.6964337825775146,1.245612338607316e-06,26.250253677368164,1.0017006397247314,True
12750,6797.056,0,0.6965784579515457,0.452578125,0.0,0.45021484375,0.0,0.00027406428125686944,-0.6963291764259338,-0.696394681930542,-0.6963009834289551,-0.6964321732521057,-0.6962757110595703,-0.6964730620384216,-0.6963291764259338,-0.696394681930542,1.2225527825648896e-06,26.249563217163086,1.0005812644958496,True
13000,6925.781,1,0.6964038759469986,0.4575,0.0,0.45265625,0.0,0.00027181708719581366,-0.6968039870262146,-0.6968507170677185,-0.6967719793319702,-0.696865975856781,-0.6967342495918274,-0.696876049041748,-0.6968039870262146,-0.6968507170677185,1.197538836095191e-06,26.250822067260742,1.0018833875656128,True
13250,7054.44,0,0.6964789032936096,0.453828125,0.0,0.45109374999999996,0.0,0.00026961477124132216,-0.6964395642280579,-0.6965129375457764,-0.6964114308357239,-0.6965572834014893,-0.6963891386985779,-0.696606457233429,-0.6964395642280579,-0.6965129375457764,1.1759402696043253e-06,26.249582290649414,1.0005799531936646,True
13500,7183.102,1,0.6964738816022873,0.4528125,0.0,0.451640625,0.0,0.0002674559655133635,-0.6967056393623352,-0.696707010269165,-0.6967010498046875,-0.696703314781189,-0.6966943144798279,-0.6966964602470398,-0.6967056393623352,-0.696707010269165,1.1514580364746507e-06,26.250816345214844,1.0018848180770874,True
13750,7311.917,2,0.6967058330774307,0.448671875,0.0,0.44763671875,0.0,0.0002653383417055011,-0.6963574886322021,-0.696553111076355,-0.6962532997131348,-0.6966445446014404,-0.6961448788642883,-0.6967318058013916,-0.6963574886322021,-0.696553111076355,1.147237753684749e-06,26.250286102294922,1.0017050504684448,True
14000,7440.685,3,0.6965223103761673,0.451015625,0.0,0.44730468749999996,0.0,0.000263261521467939,-0.6961266994476318,-0.6959651708602905,-0.6962050795555115,-0.6958820223808289,-0.696281909942627,-0.695797324180603,-0.6961266994476318,-0.6959651708602905,1.1204200518477592e-06,26.25046730041504,1.001767873764038,True
14250,7569.475,2,0.6965547353029251,0.4509375,0.0,0.4461328125,0.0,0.0002612234093248844,-0.6959683299064636,-0.6959292888641357,-0.69598388671875,-0.6959059238433838,-0.6959970593452454,-0.6958797574043274,-0.6959683299064636,-0.6959292888641357,1.0900366760324687e-06,26.25031280517578,1.0017030239105225,True
14500,7698.434,2,0.6966758221387863,0.44796875,0.0,0.44583984375,0.0,0.0002592234523035586,-0.6969534158706665,-0.6969234943389893,-0.6969627141952515,-0.6969026923179626,-0.6969685554504395,-0.696877658367157,-0.6969534158706665,-0.6969234943389893,1.0701054407036281e-06,26.25030517578125,1.0016987323760986,True
14750,7828.441,3,0.696381002664566,0.4559375,0.0,0.44917968750000004,0.0,0.00025726002058945596,-0.6967387199401855,-0.6965423822402954,-0.6968330144882202,-0.6964408755302429,-0.6969245672225952,-0.696337103843689,-0.6967387199401855,-0.6965423822402954,1.0663726470738766e-06,26.25048065185547,1.0017690658569336,True
15000,7958.348,3,0.6963399201631546,0.456875,0.0,0.4527734375,0.0,0.00025533122243359685,-0.6961627006530762,-0.6962205767631531,-0.6961321830749512,-0.6962478756904602,-0.6961005926132202,-0.6962741017341614,-0.6961627006530762,-0.6962205767631531,1.0343321719119558e-06,26.25048065185547,1.001768946647644,True
