step,elapsed_sec,best_agent,best_loss,best_cell_acc,best_board_acc,avg_cell_acc,avg_board_acc,theta_spread,j_plus,j_minus,update_norm,theta_l2,theta_max_abs,theta_finite
7250,2148.656,2,1.387559324502945,0.252685546875,0.0,0.25079345703125,0.0,0.00014575310342479497,-1.3880572319030762,-1.3867417573928833,3.981571808253648e-06,26.308650970458984,1.0016417503356934,True
7500,2222.808,0,1.3865894973278046,0.2626953125,0.0,0.2547607421875,0.0,0.00014237940195016563,-1.3885774612426758,-1.3896455764770508,3.3110868571384344e-06,26.308216094970703,1.0012364387512207,True
7750,2296.937,3,1.386732578277588,0.25830078125,0.0,0.25030517578125,0.0,0.0001391503756167367,-1.386812686920166,-1.3887171745300293,5.215178134676535e-06,26.308521270751953,1.001626968383789,True
8000,2370.878,1,1.3862146437168121,0.25927734375,0.0,0.251708984375,0.0,0.00013605706044472754,-1.38840913772583,-1.3877853155136108,2.25074177251372e-06,26.308292388916016,1.001647710800171,True
8250,2444.942,0,1.386769950389862,0.2587890625,0.0,0.2532958984375,0.0,0.0001330869272351265,-1.389230728149414,-1.3844718933105469,1.2084357877029106e-05,26.308216094970703,1.0012487173080444,True
8500,2518.958,1,1.3860363960266113,0.258056640625,0.0,0.24957275390625,0.0,0.00013023427163716406,-1.3887869119644165,-1.3867864608764648,5.184653673495632e-06,26.308324813842773,1.0016454458236694,True
8750,2593.085,0,1.3867298364639282,0.248779296875,0.0,0.2471923828125,0.0,0.00012749237066600472,-1.3839787244796753,-1.3896231651306152,1.388254895573482e-05,26.308210372924805,1.0012569427490234,True
9000,2666.941,0,1.3870140612125397,0.258544921875,0.0,0.2501220703125,0.0,0.0001248528715223074,-1.386847972869873,-1.3868343830108643,1.362137368232652e-06,26.308212280273438,1.0012598037719727,True
9250,2740.618,0,1.387148141860962,0.252197265625,0.0,0.2490234375,0.0,0.00012231299479026347,-1.3875253200531006,-1.3877835273742676,1.4481455536952126e-06,26.308212280273438,1.0012599229812622,True
9500,2814.362,1,1.3851892054080963,0.258544921875,0.0,0.25408935546875,0.0,0.00011986395111307502,-1.3845784664154053,-1.3897292613983154,1.2161433005530853e-05,26.308378219604492,1.0016419887542725,True
9750,2888.195,3,1.3864683210849762,0.25439453125,0.0,0.25140380859375,0.0,0.00011750281555578113,-1.3862924575805664,-1.3870484828948975,2.1410091903817374e-06,26.30859375,1.0016134977340698,True
10000,2962.2,1,1.3875333368778229,0.25390625,0.0,0.2493896484375,0.0,0.00011522384738782421,-1.3854931592941284,-1.386234998703003,2.07518360184622e-06,26.30840492248535,1.0016409158706665,True
10250,3036.451,3,1.387767881155014,0.25048828125,0.0,0.246337890625,0.0,0.00011302040365990251,-1.3822098970413208,-1.385298252105713,7.070647370710503e-06,26.308610916137695,1.0016121864318848,True
10500,3110.748,0,1.3858665227890015,0.261962890625,0.0,0.2568359375,0.0,0.00011089164763689041,-1.38705575466156,-1.3890166282653809,4.505025572143495e-06,26.308212280273438,1.0012664794921875,True
10750,3185.242,3,1.3869128823280334,0.25390625,0.0,0.2486572265625,0.0,0.00010883225331781432,-1.3901807069778442,-1.3881468772888184,4.609883944795001e-06,26.308626174926758,1.0016074180603027,True
11000,3259.536,0,1.3862330317497253,0.26123046875,0.0,0.2523193359375,0.0,0.00010684125300031155,-1.3892428874969482,-1.387447476387024,4.042278305860236e-06,26.308208465576172,1.0012643337249756,True
11250,3333.966,3,1.386442482471466,0.25634765625,0.0,0.24945068359375,0.0,0.00010491136345081031,-1.3894481658935547,-1.3848423957824707,9.98787163553061e-06,26.30864143371582,1.0016052722930908,True
11500,3407.931,2,1.3869988918304443,0.255615234375,0.0,0.24835205078125,0.0,0.00010304309398634359,-1.3879013061523438,-1.3870820999145508,1.993631485674996e-06,26.308738708496094,1.0016272068023682,True
11750,3482.087,1,1.3863610625267029,0.26171875,0.0,0.2508544921875,0.0,0.00010123127867700532,-1.3895587921142578,-1.3911144733428955,3.4165279885201016e-06,26.308475494384766,1.0016388893127441,True
12000,3556.228,0,1.385962426662445,0.262451171875,0.0,0.25311279296875,0.0,9.94744841591455e-05,-1.3854424953460693,-1.3859049081802368,1.3274557204567827e-06,26.30820083618164,1.0012638568878174,True
12250,3630.114,1,1.3859098553657532,0.25732421875,0.0,0.25457763671875,0.0,9.777076775208116e-05,-1.3892749547958374,-1.3887858390808105,1.3463460390994442e-06,26.30849266052246,1.0016369819641113,True
12500,3704.073,0,1.3872375190258026,0.25390625,0.0,0.2484130859375,0.0,9.611583664081991e-05,-1.3882259130477905,-1.3875727653503418,1.5885480024735443e-06,26.308198928833008,1.0012620687484741,True
12750,3777.965,0,1.387722909450531,0.251220703125,0.0,0.2498779296875,0.0,9.450801007915288e-05,-1.3904567956924438,-1.385890007019043,9.289155968872365e-06,26.308197021484375,1.0012633800506592,True
13000,3852.256,3,1.3874782621860504,0.256103515625,0.0,0.251220703125,0.0,9.29471425479278e-05,-1.3897044658660889,-1.3916106224060059,3.9060723793227226e-06,26.30869483947754,1.0016061067581177,True
13250,3926.231,2,1.387328177690506,0.2509765625,0.0,0.24755859375,0.0,9.142947237705812e-05,-1.3869268894195557,-1.3857693672180176,2.4332186967512826e-06,26.30877685546875,1.0016239881515503,True
13500,4000.136,3,1.3864802122116089,0.256591796875,0.0,0.2520751953125,0.0,8.995264215627685e-05,-1.390813946723938,-1.3874616622924805,6.645144821959548e-06,26.3087100982666,1.0016064643859863,True
13750,4074.123,1,1.3863345682621002,0.257080078125,0.0,0.24859619140625,0.0,8.851638267515227e-05,-1.3870697021484375,-1.3865747451782227,1.2203590813442133e-06,26.308547973632812,1.0016382932662964,True
14000,4148.304,1,1.3856486678123474,0.26025390625,0.0,0.2529296875,0.0,8.711886766832322e-05,-1.388471007347107,-1.3864562511444092,3.960662525059888e-06,26.308551788330078,1.0016387701034546,True
14250,4222.459,2,1.3872431814670563,0.251708984375,0.0,0.24835205078125,0.0,8.575808169553056e-05,-1.392195701599121,-1.3874499797821045,9.119553396885749e-06,26.308795928955078,1.0016262531280518,True
14500,4296.827,0,1.3868188560009003,0.258544921875,0.0,0.251220703125,0.0,8.443218393949792e-05,-1.387073278427124,-1.3874194622039795,9.557174962537829e-07,26.308197021484375,1.001267910003662,True
14750,4371.313,1,1.3874336779117584,0.2490234375,0.0,0.247802734375,0.0,8.314115257235244e-05,-1.388344168663025,-1.3839844465255737,8.242590411100537e-06,26.308574676513672,1.0016398429870605,True
15000,4445.479,2,1.3871240615844727,0.250244140625,0.0,0.24810791015625,0.0,8.188171341316774e-05,-1.3849912881851196,-1.3898046016693115,9.014286661113147e-06,26.308809280395508,1.0016224384307861,True
