step,elapsed_sec,j_plus_1,j_minus_1,plus1_obj_ce,plus1_obj_prob_true,plus1_obj_margin,plus1_obj_soft_cell_acc,plus1_obj_soft_board_acc,plus1_obj_hard_cell_acc,plus1_obj_hard_board_acc,plus1_obj_entropy,plus1_objective,minus1_obj_ce,minus1_obj_prob_true,minus1_obj_margin,minus1_obj_soft_cell_acc,minus1_obj_soft_board_acc,minus1_obj_hard_cell_acc,minus1_obj_hard_board_acc,minus1_obj_entropy,minus1_objective,j_plus_2,j_minus_2,plus2_obj_ce,plus2_obj_prob_true,plus2_obj_margin,plus2_obj_soft_cell_acc,plus2_obj_soft_board_acc,plus2_obj_hard_cell_acc,plus2_obj_hard_board_acc,plus2_obj_entropy,plus2_objective,minus2_obj_ce,minus2_obj_prob_true,minus2_obj_margin,minus2_obj_soft_cell_acc,minus2_obj_soft_board_acc,minus2_obj_hard_cell_acc,minus2_obj_hard_board_acc,minus2_obj_entropy,minus2_objective,j_plus_3,j_minus_3,plus3_obj_ce,plus3_obj_prob_true,plus3_obj_margin,plus3_obj_soft_cell_acc,plus3_obj_soft_board_acc,plus3_obj_hard_cell_acc,plus3_obj_hard_board_acc,plus3_obj_entropy,plus3_objective,minus3_obj_ce,minus3_obj_prob_true,minus3_obj_margin,minus3_obj_soft_cell_acc,minus3_obj_soft_board_acc,minus3_obj_hard_cell_acc,minus3_obj_hard_board_acc,minus3_obj_entropy,minus3_objective,j_plus,j_minus,raw_scalar,scalar,param_l2,param_max_abs,params_finite,loss,cell_acc,board_acc,obj_ce,obj_prob_true,obj_margin,obj_soft_cell_acc,obj_soft_board_acc,obj_hard_cell_acc,obj_hard_board_acc,obj_entropy,objective
1,0.571,0.004490624647587538,0.00448906235396862,0.6967613697052002,0.4986375868320465,-0.0054503027349710464,0.49727481603622437,2.54546890232632e-08,0.4490624964237213,0.0,0.6922582387924194,0.004490624647587538,0.6959753632545471,0.49864882230758667,-0.005402537994086742,0.4972987473011017,2.6001664821251325e-08,0.4489062428474426,0.0,0.6930217146873474,0.00448906235396862,0.004490624647587538,0.004415624774992466,0.7044801115989685,0.4956481456756592,-0.01729237288236618,0.4913538098335266,1.8515162736321145e-08,0.4490624964237213,0.0,0.6905421614646912,0.004490624647587538,0.7069652080535889,0.49417248368263245,-0.023154310882091522,0.48842284083366394,1.6629284615987672e-08,0.4415625035762787,0.0,0.6910142302513123,0.004415624774992466,0.004490624647587538,0.004490624647587538,0.7228516936302185,0.4908706247806549,-0.03543305769562721,0.48228347301483154,9.598279504530183e-09,0.4490624964237213,0.0,0.6819804310798645,0.004490624647587538,0.764329195022583,0.48406073451042175,-0.05832653120160103,0.47083672881126404,3.6771181655126384e-09,0.4490624964237213,0.0,0.6558560729026794,0.004490624647587538,0.004490624647587538,0.00448906235396862,1.0825859914932933e-06,1.0825859914932933e-06,18.87149141016266,1.000001072883606,True,0.6967241019010544,0.45,0.0,0.6967241019010544,0.49857255816459656,-0.005706396885216236,0.4971467927098274,2.539761334574564e-08,0.45000000298023224,0.0,0.6924261003732681,0.004499999922700226
250,27.98,0.004843750037252903,0.004528124816715717,0.6916795372962952,0.5008294582366943,0.0033114361576735973,0.5016557574272156,3.24030899889749e-08,0.484375,0.0,0.692954957485199,0.004843750037252903,0.7009847164154053,0.49697867035865784,-0.012036701664328575,0.49398162961006165,2.173169733055147e-08,0.4528124928474426,0.0,0.6913626194000244,0.004528124816715717,0.006437500007450581,0.004528124816715717,0.6868149042129517,0.5032637715339661,0.01304230559617281,0.5065211653709412,4.197210046186228e-08,0.643750011920929,0.0,0.6929497718811035,0.006437500007450581,0.709907054901123,0.49436700344085693,-0.022229652851819992,0.48888516426086426,1.7115256767397113e-08,0.4528124928474426,0.0,0.6877248287200928,0.004528124816715717,0.005659374874085188,0.004528124816715717,0.6796391010284424,0.507676899433136,0.030439043417572975,0.515219509601593,7.083573905219964e-08,0.5659375190734863,0.0,0.6912599205970764,0.005659374874085188,0.7328807711601257,0.48969170451164246,-0.03943559154868126,0.4802822172641754,1.1202487826267316e-08,0.4528124928474426,0.0,0.6745880842208862,0.004528124816715717,0.004843750037252903,0.004528124816715717,3.3821345917297786e-06,3.3821345917297786e-06,18.871443862441687,1.0001798868179321,True,0.6968315839767456,0.443671875,0.0,0.6968315839767456,0.4984954372048378,-0.006015473045408726,0.4969922676682472,2.531915388459538e-08,0.4436718821525574,0.0,0.6924726665019989,0.004436718765646219
500,55.426,0.004457812290638685,0.004457812290638685,0.7003938555717468,0.49716782569885254,-0.011298106051981449,0.49435096979141235,2.2054575055108216e-08,0.44578126072883606,0.0,0.691571831703186,0.004457812290638685,0.6945040822029114,0.4994949400424957,-0.0020230640657246113,0.49898844957351685,2.7964519588863368e-08,0.44578126072883606,0.0,0.692799985408783,0.004457812290638685,0.004457812290638685,0.0045312498696148396,0.7080255150794983,0.4946794807910919,-0.021081719547510147,0.48945915699005127,1.700106189161943e-08,0.44578126072883606,0.0,0.6889556646347046,0.004457812290638685,0.6927174925804138,0.5002732276916504,0.0010904642986133695,0.5005452632904053,3.04892715519145e-08,0.453125,0.0,0.6930299401283264,0.0045312498696148396,0.004457812290638685,0.0052734375931322575,0.7161960005760193,0.4927184581756592,-0.02861766144633293,0.4856911599636078,1.3655185426841854e-08,0.44578126072883606,0.0,0.684796154499054,0.004457812290638685,0.692767858505249,0.500204861164093,0.0008193917456083,0.500409722328186,3.043441054728646e-08,0.52734375,0.0,0.6931166648864746,0.0052734375931322575,0.004457812290638685,0.004457812290638685,-8.234102797815373e-07,-8.234102797815373e-07,18.87139901566149,1.0001944303512573,True,0.6963551938533783,0.45109375,0.0,0.6963551938533783,0.4987272396683693,-0.005089038051664829,0.49745550006628036,2.598870407766185e-08,0.45109374821186066,0.0,0.6924852728843689,0.0045109373750165105
750,82.879,0.004467187449336052,0.005362499970942736,0.6950727701187134,0.4991320073604584,-0.003471385920420289,0.4982643127441406,2.7239789091026978e-08,0.4467187523841858,0.0,0.6929576396942139,0.004467187449336052,0.6916552782058716,0.5007738471031189,0.0030943024903535843,0.5015471577644348,3.218117683445598e-08,0.5362499952316284,0.0,0.6930911540985107,0.005362499970942736,0.00553281232714653,0.00553281232714653,0.6912595629692078,0.5010576248168945,0.0042293136939406395,0.5021146535873413,3.316593932822798e-08,0.5532812476158142,0.0,0.6929193735122681,0.00553281232714653,0.6866329908370972,0.5038578510284424,0.015372340567409992,0.5076861381530762,4.50327490852942e-08,0.5532812476158142,0.0,0.6919369697570801,0.00553281232714653,0.005534374620765448,0.00553281232714653,0.6918821930885315,0.5007532835006714,0.003014161018654704,0.501507043838501,3.2049811693468655e-08,0.5534374713897705,0.0,0.6929057240486145,0.005534374620765448,0.6861602663993835,0.5058741569519043,0.023228907957673073,0.5116144418716431,5.8513982992280944e-08,0.5532812476158142,0.0,0.6883575916290283,0.00553281232714653,0.004467187449336052,0.005362499970942736,-2.3076049692089857e-07,-2.3076049692089857e-07,18.871402928691044,1.0001963376998901,True,0.6962327361106873,0.4509375,0.0,0.6962327361106873,0.4987821504473686,-0.004870003322139382,0.49756498634815216,2.6190360991051875e-08,0.45093750208616257,0.0,0.6924978643655777,0.004509374848566949
1000,110.351,0.004501562099903822,0.004501562099903822,0.6964607238769531,0.4986458718776703,-0.005413515027612448,0.49729323387145996,2.5908196477075762e-08,0.45015624165534973,0.0,0.6925427317619324,0.004501562099903822,0.6939194202423096,0.49984511733055115,-0.0006275695050135255,0.49968624114990234,2.9081427044275188e-08,0.45015624165534973,0.0,0.6926833987236023,0.004501562099903822,0.004501562099903822,0.004534374922513962,0.6953479647636414,0.49911758303642273,-0.0035305586643517017,0.49823471903800964,2.7272516689436088e-08,0.45015624165534973,0.0,0.6927111744880676,0.004501562099903822,0.6917288303375244,0.5010442733764648,0.0041404529474675655,0.5020702481269836,3.284941030301525e-08,0.4534375071525574,0.0,0.6924713253974915,0.004534374922513962,0.004501562099903822,0.004501562099903822,0.6932970285415649,0.5000550150871277,0.00021404135623015463,0.5001070499420166,3.007846061109376e-08,0.45015624165534973,0.0,0.6928864121437073,0.004501562099903822,0.6955530047416687,0.4998275637626648,-0.0007876955787651241,0.4996061623096466,2.9223878428297212e-08,0.45015624165534973,0.0,0.6910730004310608,0.004501562099903822,0.004501562099903822,0.004501562099903822,-1.4721279239680332e-08,-1.4721279239680332e-08,18.871385983625196,1.0001882314682007,True,0.6960027515888214,0.4546875,0.0,0.6960027515888214,0.4988923743367195,-0.004429470514878631,0.497785247862339,2.6244801887287394e-08,0.4546875059604645,0.0,0.6925073564052582,0.004546875017695129
1250,137.816,0.004485937301069498,0.004485937301069498,0.6948646306991577,0.49920424818992615,-0.0031822375021874905,0.49840888381004333,2.747234795208442e-08,0.44859373569488525,0.0,0.6930214762687683,0.004485937301069498,0.697507917881012,0.49844813346862793,-0.006211123429238796,0.4968944489955902,2.507515439731378e-08,0.44859373569488525,0.0,0.6918906569480896,0.004485937301069498,0.0051390621811151505,0.004485937301069498,0.6931819319725037,0.4999862611293793,-5.491871343110688e-05,0.49997252225875854,2.9778508547906313e-08,0.5139062404632568,0.0,0.6931398510932922,0.0051390621811151505,0.6994601488113403,0.49793022871017456,-0.00828611571341753,0.4958569407463074,2.3918644842524373e-08,0.44859373569488525,0.0,0.6909759044647217,0.004485937301069498,0.0057187494821846485,0.004485937301069498,0.6924839019775391,0.5003955364227295,0.0015836773673072457,0.5007917881011963,3.123834346752119e-08,0.5718749761581421,0.0,0.6930196285247803,0.0057187494821846485,0.7013773918151855,0.49742981791496277,-0.010285934433341026,0.4948570132255554,2.2727238757624946e-08,0.44859373569488525,0.0,0.6900631189346313,0.004485937301069498,0.004485937301069498,0.004485937301069498,1.0039149199179957e-06,1.0039149199179957e-06,18.871376966495205,1.000191569328308,True,0.6960881352424622,0.4521875,0.0,0.6960881352424622,0.4988429322838783,-0.004627133195754141,0.4976864159107208,2.612515759281564e-08,0.45218750089406967,0.0,0.6925208121538162,0.0045218749437481165
1500,165.154,0.004610937554389238,0.004553124774247408,0.7006700038909912,0.49760064482688904,-0.009564208798110485,0.495217889547348,2.2539403232713084e-08,0.4610937535762787,0.0,0.6904338002204895,0.004610937554389238,0.6952207684516907,0.49901366233825684,-0.003944235388189554,0.49802789092063904,2.6908189454388776e-08,0.45531249046325684,0.0,0.6930463910102844,0.004553124774247408,0.004610937554389238,0.005384374875575304,0.7122636437416077,0.49449530243873596,-0.02160993032157421,0.4891950190067291,1.5848440781951467e-08,0.4610937535762787,0.0,0.6851537823677063,0.004610937554389238,0.6941273212432861,0.4997793138027191,-0.0008639993029646575,0.49956801533699036,2.961182232752435e-08,0.5384374856948853,0.0,0.6926117539405823,0.005384374875575304,0.004610937554389238,0.005389062687754631,0.7195968627929688,0.4932633340358734,-0.026189584285020828,0.48690521717071533,1.3351648675552497e-08,0.4610937535762787,0.0,0.6804133653640747,0.004610937554389238,0.693909764289856,0.5021000504493713,0.008478159084916115,0.504239022731781,3.9018967612491906e-08,0.5389062762260437,0.0,0.6882160902023315,0.005389062687754631,0.004610937554389238,0.004553124774247408,-7.000099479848976e-07,-7.000099479848976e-07,18.87134873213308,1.0001943111419678,True,0.6958921849727631,0.45421875,0.0,0.6958921849727631,0.49893633276224136,-0.004254137864336371,0.4978729337453842,2.6570475153420148e-08,0.454218752682209,0.0,0.6925298273563385,0.0045421874383464456
1750,191.919,0.004520312417298555,0.00458906264975667,0.6961765289306641,0.4988633692264557,-0.004547830671072006,0.49772608280181885,2.6434634037286742e-08,0.4520312547683716,0.0,0.6923912167549133,0.004520312417298555,0.6933215856552124,0.4999372959136963,-0.0002510791819076985,0.499874472618103,2.955981948105091e-08,0.45890626311302185,0.0,0.693098247051239,0.00458906264975667,0.004520312417298555,0.005504687316715717,0.6937255859375,0.4998711347579956,-0.0005198220023885369,0.4997400641441345,2.9269857648728248e-08,0.4520312547683716,0.0,0.6928259134292603,0.004520312417298555,0.6911230683326721,0.5011286735534668,0.004511903505772352,0.5022559762001038,3.342676180295712e-08,0.5504687428474426,0.0,0.6929135918617249,0.005504687316715717,0.005964062176644802,0.005499999970197678,0.690479576587677,0.501370370388031,0.005479555577039719,0.5027397871017456,3.4254629355245925e-08,0.5964062213897705,0.0,0.693073570728302,0.005964062176644802,0.689909815788269,0.5018800497055054,0.007508520968258381,0.5037542581558228,3.5829252453822846e-08,0.550000011920929,0.0,0.6926227807998657,0.005499999970197678,0.004520312417298555,0.00458906264975667,-1.0936556308924588e-07,-1.0936556308924588e-07,18.8713423602865,1.000209093093872,True,0.6959957778453827,0.451875,0.0,0.6959957778453827,0.49887654930353165,-0.004492907435633242,0.4977535456418991,2.6291418375734565e-08,0.4518750086426735,0.0,0.6925459206104279,0.004518750007264316
2000,218.668,0.005034375004470348,0.0044874995946884155,0.6915861368179321,0.5008257627487183,0.0033005373552441597,0.5016502737998962,3.2358379087327194e-08,0.5034375190734863,0.0,0.6930563449859619,0.005034375004470348,0.6982895135879517,0.4978557527065277,-0.00856142770498991,0.495719313621521,2.3809761273696495e-08,0.44874998927116394,0.0,0.6922964453697205,0.0044874995946884155,0.005584375001490116,0.0044874995946884155,0.6868873834609985,0.5034751892089844,0.013864601962268353,0.5069323182106018,4.22415737943993e-08,0.5584375262260437,0.0,0.6924511194229126,0.005584375001490116,0.6980734467506409,0.4979212284088135,-0.008300641551613808,0.49584969878196716,2.4172379653464304e-08,0.44874998927116394,0.0,0.6923812627792358,0.0044874995946884155,0.005512499716132879,0.0044874995946884155,0.6845724582672119,0.5063185095787048,0.02497129887342453,0.512485682964325,5.333645347604943e-08,0.5512499809265137,0.0,0.689046323299408,0.005512499716132879,0.6973626017570496,0.4982013404369354,-0.007186062168329954,0.4964069724082947,2.4989571301148317e-08,0.44874998927116394,0.0,0.6925308108329773,0.0044874995946884155,0.005034375004470348,0.0044874995946884155,9.218334220278411e-07,9.218334220278411e-07,18.871330435908447,1.000219464302063,True,0.6958025991916656,0.4553125,0.0,0.6958025991916656,0.4989727661013603,-0.004108329012524337,0.4979458302259445,2.6523771179398636e-08,0.45531249791383743,0.0,0.6925465315580368,0.004553125007078052
2250,245.411,0.005542187485843897,0.0044531249441206455,0.691572904586792,0.5008083581924438,0.003232678398489952,0.5016162991523743,3.2244994230268276e-08,0.5542187690734863,0.0,0.69310462474823,0.005542187485843897,0.7010613083839417,0.4968433678150177,-0.012584361247718334,0.4937078058719635,2.1184895615533605e-08,0.4453125,0.0,0.6915550231933594,0.0044531249441206455,0.005654687061905861,0.0044531249441206455,0.6884063482284546,0.502508819103241,0.010023701004683971,0.505011796951294,3.861605080146546e-08,0.5654687285423279,0.0,0.6928685903549194,0.005654687061905861,0.7053290009498596,0.4954708218574524,-0.017993822693824768,0.4910030663013458,1.8264376677734617e-08,0.4453125,0.0,0.6900509595870972,0.0044531249441206455,0.005549999885261059,0.0044531249441206455,0.6874716281890869,0.5031929016113281,0.012739953584969044,0.506369948387146,4.145553944567837e-08,0.5550000071525574,0.0,0.6924321055412292,0.005549999885261059,0.7098074555397034,0.49441763758659363,-0.022097503766417503,0.48895126581192017,1.5921687079867297e-08,0.4453125,0.0,0.6877110004425049,0.0044531249441206455,0.005542187485843897,0.0044531249441206455,1.0135338947750706e-06,1.0135338947750706e-06,18.87135851609942,1.0002177953720093,True,0.69607774913311,0.448515625,0.0,0.69607774913311,0.4988255128264427,-0.0046972029958851635,0.4976514056324959,2.630535034242598e-08,0.4485156238079071,0.0,0.6925660073757172,0.004485156270675361
