step,elapsed_sec,best_agent,best_loss,best_cell_acc,best_board_acc,avg_cell_acc,avg_board_acc,theta_spread,j_plus_1,j_minus_1,j_plus_2,j_minus_2,j_plus_3,j_minus_3,j_plus,j_minus,update_norm,theta_l2,theta_max_abs,theta_finite
9750,9248.217,1,0.7112267166376114,0.3709988064236111,0.0,0.3640679253472222,0.0,0.00030410155886784196,-0.7121438980102539,-0.7120949625968933,-0.7121617794036865,-0.7120627164840698,-0.7121760845184326,-0.7120246291160583,-0.7121438980102539,-0.7120949625968933,1.7018938933688332e-06,26.365324020385742,1.001712679862976,True
10000,9479.961,3,0.7107526659965515,0.3796251085069444,0.0,0.3676791720920139,0.0,0.00030115607660263777,-0.7120090126991272,-0.711875319480896,-0.7120843529701233,-0.7118170857429504,-0.7121654152870178,-0.7117647528648376,-0.7120090126991272,-0.711875319480896,1.665682816565095e-06,26.365947723388672,1.0020115375518799,True
10250,9712.356,1,0.7108728438615799,0.3746880425347222,0.0,0.3700663248697917,0.0,0.0002982830919791013,-0.7128617167472839,-0.7136724591255188,-0.7124526500701904,-0.7140740752220154,-0.7120413184165955,-0.714473307132721,-0.7128617167472839,-0.7136724591255188,1.8598520910018124e-06,26.365337371826172,1.0017112493515015,True
10500,9944.796,0,0.7103682309389114,0.3804117838541667,0.0,0.3760952419704861,0.0,0.0002954796946141869,-0.7130016088485718,-0.7126801013946533,-0.7131847739219666,-0.7125429511070251,-0.7133820652961731,-0.7124223709106445,-0.7130016088485718,-0.7126801013946533,1.618838609829254e-06,26.36444091796875,1.000592589378357,True
10750,10177.24,2,0.7107287347316742,0.3754069010416667,0.0,0.3664720323350695,0.0,0.00029274210100993514,-0.7132602334022522,-0.7127588987350464,-0.7135124206542969,-0.7125093936920166,-0.7137657999992371,-0.712260365486145,-0.7132602334022522,-0.7127588987350464,1.6421795407950412e-06,26.365970611572266,1.0019468069076538,True
11000,10409.6,2,0.7104866802692413,0.3778754340277778,0.0,0.36649576822916663,0.0,0.00029006798285990953,-0.7140170335769653,-0.7143732905387878,-0.7138369083404541,-0.7145487666130066,-0.7136557102203369,-0.7147220969200134,-0.7140170335769653,-0.7143732905387878,1.555544827169797e-06,26.3659725189209,1.0019493103027344,True
11250,10641.993,0,0.711408868432045,0.3710259331597222,0.0,0.36633978949652773,0.0,0.00028745527379214764,-0.7109755277633667,-0.7108244299888611,-0.7110522389411926,-0.7107500433921814,-0.7111298441886902,-0.7106763124465942,-0.7109755277633667,-0.7108244299888611,1.4855220342724351e-06,26.36446189880371,1.0005954504013062,True
11500,10874.673,1,0.7114953696727753,0.3687879774305556,0.0,0.3651326497395833,0.0,0.00028490080148912966,-0.7140023708343506,-0.7135428190231323,-0.7142215967178345,-0.713302731513977,-0.7144339680671692,-0.7130554914474487,-0.7140023708343506,-0.7135428190231323,1.5233980548146064e-06,26.365346908569336,1.0017095804214478,True
11750,11107.513,1,0.710980087518692,0.3735758463541667,0.0,0.3667331271701389,0.0,0.00028240279061719775,-0.7116003036499023,-0.711567223072052,-0.7116227746009827,-0.7115568518638611,-0.7116488814353943,-0.7115507125854492,-0.7116003036499023,-0.711567223072052,1.413003360539733e-06,26.3653564453125,1.0017105340957642,True
12000,11340.233,2,0.7106195539236069,0.3763292100694444,0.0,0.3690931532118056,0.0,0.00027995891286991537,-0.7064704298973083,-0.7066214680671692,-0.7063945531845093,-0.7066968679428101,-0.706318199634552,-0.7067725658416748,-0.7064704298973083,-0.7066214680671692,1.391466980749101e-06,26.365970611572266,1.0019524097442627,True
12250,11572.975,3,0.7112215012311935,0.3755832248263889,0.0,0.3641018337673611,0.0,0.00027756637427955866,-0.7123368382453918,-0.711846649646759,-0.7125845551490784,-0.71160489320755,-0.7128334641456604,-0.7113659381866455,-0.7123368382453918,-0.711846649646759,1.4441413895838195e-06,26.365970611572266,1.0020101070404053,True
12500,11805.188,3,0.7114319950342178,0.3735622829861111,0.0,0.3651835123697917,0.0,0.0002752241271082312,-0.7117407321929932,-0.7115695476531982,-0.7118224501609802,-0.7114803791046143,-0.7119014859199524,-0.7113888263702393,-0.7117407321929932,-0.7115695476531982,1.3374890386330662e-06,26.365962982177734,1.002010464668274,True
12750,12037.527,2,0.7110413312911987,0.37255859375,0.0,0.3677402072482639,0.0,0.0002729301922954619,-0.7102641463279724,-0.7101569771766663,-0.710321307182312,-0.7101081013679504,-0.7103800177574158,-0.7100632786750793,-0.7102641463279724,-0.7101569771766663,1.3048037317275885e-06,26.36598014831543,1.001951813697815,True
13000,12269.737,2,0.7110233902931213,0.3728434244791667,0.0,0.3676113552517361,0.0,0.00027068157214671373,-0.7133417129516602,-0.7129257917404175,-0.713542640209198,-0.7127110362052917,-0.7137386202812195,-0.7124918699264526,-0.7133417129516602,-0.7129257917404175,1.3406290690909373e-06,26.365985870361328,1.001949667930603,True
13250,12502.637,1,0.7101192772388458,0.3814697265625,0.0,0.3746405707465278,0.0,0.0002684779465198517,-0.7115967869758606,-0.7113295793533325,-0.7117290496826172,-0.7111936211585999,-0.711861252784729,-0.7110552191734314,-0.7115967869758606,-0.7113295793533325,1.2780445786120254e-06,26.36538314819336,1.0016968250274658,True
13500,12736.069,0,0.7109809815883636,0.3748643663194444,0.0,0.3685845269097222,0.0,0.00026631681248545647,-0.7122366428375244,-0.7108409404754639,-0.7129333019256592,-0.7101424336433411,-0.7136292457580566,-0.7094436287879944,-0.7122366428375244,-0.7108409404754639,1.8443140561430482e-06,26.364547729492188,1.0005929470062256,True
13750,12969.408,2,0.7105977982282639,0.3766411675347222,0.0,0.36561075846354163,0.0,0.0002641987521201372,-0.7128136157989502,-0.7131478786468506,-0.7126699686050415,-0.7133399248123169,-0.7125410437583923,-0.7135489583015442,-0.7128136157989502,-0.7131478786468506,1.248977810064389e-06,26.365982055664062,1.001945972442627,True
14000,13202.891,0,0.7118944972753525,0.3668077256944444,0.0,0.36369832356770837,0.0,0.000262120011029765,-0.7136772871017456,-0.7140089869499207,-0.7135151624679565,-0.7141777873039246,-0.7133557796478271,-0.7143480777740479,-0.7136772871017456,-0.7140089869499207,1.2247063523318502e-06,26.36454200744629,1.000588297843933,True
14250,13435.788,0,0.7112404704093933,0.3727620442708333,0.0,0.37017822265624994,0.0,0.0002600803563836962,-0.711031973361969,-0.7116407752037048,-0.7107279896736145,-0.7119452953338623,-0.7104246616363525,-0.712249755859375,-0.711031973361969,-0.7116407752037048,1.3027487284489325e-06,26.364547729492188,1.0005886554718018,True
14500,13670.569,2,0.7114043980836868,0.3691813151041667,0.0,0.36052788628472227,0.0,0.00025807766360230744,-0.7091602087020874,-0.709714412689209,-0.7088779211044312,-0.7099857330322266,-0.7085926532745361,-0.7102527022361755,-0.7091602087020874,-0.709714412689209,1.2560070672407164e-06,26.36598777770996,1.0019503831863403,True
14750,13903.392,2,0.7102301269769669,0.3799506293402778,0.0,0.3710225423177083,0.0,0.00025611199089325964,-0.7102848887443542,-0.7097570300102234,-0.71055006980896,-0.7094947099685669,-0.7108156681060791,-0.7092336416244507,-0.7102848887443542,-0.7097570300102234,1.222185119331698e-06,26.36597442626953,1.0019475221633911,True
15000,14136.568,0,0.7108081579208374,0.3762749565972222,0.0,0.3690117730034722,0.0,0.0002541809808462858,-0.7087907791137695,-0.7093477845191956,-0.7085162401199341,-0.7096304893493652,-0.7082440257072449,-0.7099160552024841,-0.7087907791137695,-0.7093477845191956,1.2158380968685378e-06,26.364564895629883,1.0005897283554077,True
