phase,step,elapsed_sec,train_loss,loss,cell_acc_all,cell_acc_missing,board_acc
adam_pretrain,1,14.582,2.2119700014591217,15.400004982948303,0.42517843364197533,0.12149911556603774,0.0
adam_pretrain,500,6010.192,1.4173546805977821,1.4202383011579514,0.6097125771604939,0.4035229952830189,0.0
adam_pretrain,1000,11989.247,1.0643206089735031,1.0592992454767227,0.7021604938271605,0.5448113207547169,0.0
adam_pretrain,1500,18005.169,0.8364145085215569,0.8327426426112652,0.757836612654321,0.6299012382075472,0.0
adam_pretrain,2000,24005.021,0.7997546046972275,0.799268439412117,0.7650945216049383,0.6409935141509434,0.0
adam_pretrain,2500,29986.602,0.7810468077659607,0.787172719836235,0.7678674768518519,0.6452314268867925,0.0
adam_pretrain,3000,35960.677,0.7590648867189884,0.7595664002001286,0.7806712962962963,0.6647995283018868,0.001953125
adam_pretrain,3500,41917.019,0.5288365632295609,0.5161467809230089,0.8513454861111112,0.7728110259433962,0.001953125
adam_pretrain,4000,47898.531,0.3939765878021717,0.39688032679259777,0.8703944830246914,0.8019236438679245,0.0078125
adam_pretrain,4500,53881.944,0.3802943527698517,0.36662481166422367,0.8758198302469136,0.8102152122641509,0.009765625
adam_pretrain,5000,59842.645,0.36208995804190636,0.3693902622908354,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,1,59851.574,8.809,-0.37248706817626953,-0.3724730312824249,-1.5791505575180054e-05,0.3693902939558029,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,500,62615.521,2772.756,-0.3765272796154022,-0.37654367089271545,8.195611216851381e-07,0.3693892750889063,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,1000,65383.598,5540.833,-0.36306092143058777,-0.36308735609054565,9.339556434457693e-07,0.36938878521323204,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,1500,68151.963,8309.198,-0.3619261682033539,-0.3618956208229065,-8.808557130982446e-07,0.36938847601413727,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,2000,70916.842,11074.077,-0.3653140366077423,-0.36532020568847656,1.5401284678851336e-07,0.3693882171064615,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,2500,73681.236,13838.471,-0.3754032552242279,-0.37535619735717773,-1.0505502162932902e-06,0.36938804388046265,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,3000,76444.048,16601.283,-0.3577255606651306,-0.35772985219955444,8.744346819442554e-08,0.369387898594141,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,3500,79208.385,19365.62,-0.3673315942287445,-0.36731263995170593,-3.5750461815190524e-07,0.36938770301640034,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,4000,81975.105,22132.34,-0.3544124662876129,-0.35441485047340393,4.205915684476972e-08,0.3693875763565302,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,4500,84743.809,24901.043,-0.3622308075428009,-0.3622344136238098,5.996923817387623e-08,0.3693874031305313,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,5000,88115.717,28272.951,-0.3682304918766022,-0.36821234226226807,-2.863096270882392e-07,0.3693872820585966,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,5500,90897.332,31054.567,-0.3635355830192566,-0.36353230476379395,-4.930302979336116e-08,0.3693871349096298,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,6000,93677.338,33834.573,-0.36614638566970825,-0.36613643169403076,-1.433162121441341e-07,0.36938703432679176,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,6500,96456.492,36613.727,-0.37325751781463623,-0.37322062253952026,-5.103330370652109e-07,0.36938690952956676,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,7000,99275.683,39432.917,-0.3631250262260437,-0.3630889654159546,-4.806111954410553e-07,0.3693868014961481,0.8742525077160493,0.8078198702830188,0.005859375
lora_spsa,7500,102082.537,42239.771,-0.3640842139720917,-0.36411723494529724,4.2514463039700405e-07,0.3693866692483425,0.8742525077160493,0.8078198702830188,0.005859375
