step,elapsed_sec,best_agent,best_loss,best_cell_acc,best_board_acc,avg_cell_acc,avg_board_acc,theta_spread,j_plus,j_minus,update_norm,theta_l2,theta_max_abs,theta_finite
7750,2728.637,3,0.7020972222089767,0.4571875,0.0,0.45167968750000004,0.0,0.00013843871420249343,-0.7014140486717224,-0.7033339142799377,5.255043106444646e-06,26.248245239257812,1.0013453960418701,True
8000,2816.687,1,0.7018650770187378,0.4584375,0.0,0.45431640624999997,0.0,0.00013536693586502224,-0.7025712728500366,-0.6991027593612671,9.003896593640093e-06,26.248355865478516,1.0015373229980469,True
8250,2904.757,0,0.701872393488884,0.458359375,0.0,0.4543359375,0.0,0.00013241857232060283,-0.7018486261367798,-0.701785147190094,1.5371775816674926e-06,26.247982025146484,1.000959038734436,True
8500,2992.881,3,0.7023462057113647,0.455390625,0.0,0.45128906249999995,0.0,0.00012958783190697432,-0.7011706829071045,-0.7031263709068298,5.0732342060655355e-06,26.248287200927734,1.001340627670288,True
8750,3080.969,3,0.7022216320037842,0.45640625,0.0,0.45025390625000006,0.0,0.00012686711852438748,-0.703569233417511,-0.7017130255699158,4.75878368888516e-06,26.2482967376709,1.0013378858566284,True
9000,3168.889,0,0.7025699317455292,0.453671875,0.0,0.45029296875,0.0,0.00012424968008417636,-0.7021097540855408,-0.7021617293357849,1.367549657516065e-06,26.24798583984375,1.000963807106018,True
9250,3256.987,2,0.7020255476236343,0.457421875,0.0,0.45162109375,0.0,0.00012172752030892298,-0.7041415572166443,-0.7035549879074097,1.9138262814522022e-06,26.248435974121094,1.0015068054199219,True
9500,3344.931,2,0.7018595635890961,0.45859375,0.0,0.45263671875,0.0,0.00011929703032365069,-0.7043487429618835,-0.7010996341705322,7.735178769507911e-06,26.248445510864258,1.00150728225708,True
9750,3432.982,3,0.7024076282978058,0.45484375,0.0,0.45099609375,0.0,0.00011695104331010953,-0.7029551863670349,-0.7031075954437256,1.2714633612631587e-06,26.24835777282715,1.0013399124145508,True
10000,3521.064,0,0.7032158225774765,0.44890625,0.0,0.44648437500000004,0.0,0.00011468785669421777,-0.7040566205978394,-0.7040532827377319,1.1803542747657048e-06,26.247983932495117,1.0009617805480957,True
10250,3609.222,3,0.7021844834089279,0.4565625,0.0,0.4515234375,0.0,0.00011249934323132038,-0.7038704752922058,-0.7016331553459167,5.187075203139102e-06,26.248382568359375,1.0013375282287598,True
10500,3697.385,3,0.7021729946136475,0.45625,0.0,0.45146484375,0.0,0.00011038631055271253,-0.7056540846824646,-0.7029039263725281,6.2366389101953246e-06,26.248397827148438,1.001335859298706,True
10750,3785.555,1,0.7024020999670029,0.454921875,0.0,0.44765625,0.0,0.00010834240674739704,-0.7045364379882812,-0.7027530074119568,4.077024641446769e-06,26.248491287231445,1.0015387535095215,True
11000,3873.771,3,0.7014258801937103,0.4615625,0.0,0.45154296875,0.0,0.0001063655799953267,-0.7036716341972351,-0.7020999193191528,3.5850036965712206e-06,26.24842071533203,1.0013353824615479,True
11250,3961.87,1,0.7028713226318359,0.45171875,0.0,0.44931640625,0.0,0.00010445006046211347,-0.7020812034606934,-0.702300488948822,1.108888682210818e-06,26.248512268066406,1.0015405416488647,True
11500,4049.982,0,0.7023898214101791,0.454921875,0.0,0.45162109375,0.0,0.00010259478585794568,-0.7037781476974487,-0.7030879259109497,1.7657661146586179e-06,26.247995376586914,1.000968337059021,True
11750,4138.132,3,0.7026120573282242,0.453515625,0.0,0.44703125,0.0,0.00010079723870148882,-0.7057351469993591,-0.7003905773162842,1.1318746146571357e-05,26.24845314025879,1.0013365745544434,True
12000,4226.228,0,0.7027447670698166,0.4525,0.0,0.45085937499999995,0.0,9.905383922159672e-05,-0.7043160796165466,-0.7021443843841553,4.6306950025609694e-06,26.248004913330078,1.0009658336639404,True
12250,4314.337,2,0.7029460668563843,0.45125,0.0,0.44978515625,0.0,9.736227366374806e-05,-0.7022051811218262,-0.7035544514656067,2.9259724669827847e-06,26.24856948852539,1.001495599746704,True
12500,4402.46,3,0.7023262828588486,0.455546875,0.0,0.44970703125,0.0,9.572025737725198e-05,-0.7034528851509094,-0.7033135890960693,9.087474950320029e-07,26.248477935791016,1.0013309717178345,True
12750,4489.669,2,0.7025828510522842,0.45375,0.0,0.45029296874999997,0.0,9.412447980139405e-05,-0.7027127146720886,-0.7033020853996277,1.460610405956686e-06,26.24858856201172,1.0014945268630981,True
13000,4575.908,1,0.7028137743473053,0.4521875,0.0,0.44753906250000003,0.0,9.257448255084455e-05,-0.7019492983818054,-0.7029160261154175,2.1045680114184506e-06,26.24857521057129,1.0015395879745483,True
13250,4662.192,2,0.7021607905626297,0.456484375,0.0,0.45259765625000004,0.0,9.106680954573676e-05,-0.7040658593177795,-0.7041165828704834,7.993417057150509e-07,26.248605728149414,1.001495361328125,True
13500,4748.466,3,0.7027455419301987,0.4528125,0.0,0.45068359375000006,0.0,8.96015262696892e-05,-0.7032032608985901,-0.7050396800041199,3.6937899494660087e-06,26.24851417541504,1.0013331174850464,True
13750,4834.652,2,0.7027586698532104,0.45234375,0.0,0.4469140625,0.0,8.81769010447897e-05,-0.7030595541000366,-0.7046459317207336,3.1857930480327923e-06,26.248626708984375,1.001495361328125,True
14000,4920.861,1,0.7031539529561996,0.449765625,0.0,0.44810546874999996,0.0,8.678880840307102e-05,-0.7046326398849487,-0.7047492861747742,7.654464866391208e-07,26.248607635498047,1.0015373229980469,True
14250,5007.074,2,0.7024949938058853,0.4540625,0.0,0.4482421875,0.0,8.543833973817527e-05,-0.7019429206848145,-0.7036393880844116,3.327732201796607e-06,26.24864387512207,1.0014971494674683,True
14500,5093.16,0,0.7027013748884201,0.452890625,0.0,0.44892578125,0.0,8.412228635279462e-05,-0.7036100625991821,-0.7022075057029724,2.755012928901124e-06,26.248023986816406,1.0009595155715942,True
14750,5179.412,1,0.7022509276866913,0.455859375,0.0,0.45212890625,0.0,8.28391348477453e-05,-0.7053307890892029,-0.704647958278656,1.4493116395897232e-06,26.248628616333008,1.0015374422073364,True
15000,5265.451,1,0.7022900581359863,0.455703125,0.0,0.45146484375,0.0,8.158921264111996e-05,-0.7029492259025574,-0.704082190990448,2.213566858699778e-06,26.24863624572754,1.0015363693237305,True
